symbol,BSflag,dataIdx,volume
002497.SZ,S,1085379,10
002497.SZ,S,1289256,10
002497.SZ,S,1493977,10
002497.SZ,S,1700671,10
002497.SZ,S,1914398,10
002500.SZ,B,745,20
002500.SZ,B,455382,20
002500.SZ,B,884645,20
002500.SZ,B,1290484,20
002500.SZ,B,1700717,20
002500.SZ,S,745,10
002500.SZ,S,233523,10
002500.SZ,S,455382,10
002500.SZ,S,670085,10
002500.SZ,S,884645,10
002500.SZ,S,1085322,10
002500.SZ,S,1290484,10
002500.SZ,S,1493974,10
002500.SZ,S,1700717,10
002500.SZ,S,1914400,10
002505.SZ,B,753,20
002505.SZ,B,455388,20
002505.SZ,B,883369,20
002505.SZ,B,1289253,20
002505.SZ,B,1700720,20
002505.SZ,S,753,10
002505.SZ,S,233062,10
002505.SZ,S,455388,10
002505.SZ,S,669748,10
002505.SZ,S,883369,10
002505.SZ,S,1085319,10
002505.SZ,S,1289253,10
002505.SZ,S,1493991,10
002505.SZ,S,1700720,10
002505.SZ,S,1914448,10
002506.SZ,B,757,20
002506.SZ,B,455427,20
002506.SZ,B,883363,20
002506.SZ,B,1289327,20
002506.SZ,B,1700716,20
002506.SZ,S,757,10
002506.SZ,S,233061,10
002506.SZ,S,455427,10
002506.SZ,S,669742,10
002506.SZ,S,883363,10
002506.SZ,S,1085415,10
002506.SZ,S,1289327,10
002506.SZ,S,1493973,10
002506.SZ,S,1700716,10
002506.SZ,S,1914399,10
002507.SZ,B,762,20
002507.SZ,B,455387,20
002507.SZ,B,883364,20
002507.SZ,B,1290070,20
002507.SZ,B,1700722,20
002507.SZ,S,762,10
002507.SZ,S,233066,10
002507.SZ,S,455387,10
002507.SZ,S,669746,10
002507.SZ,S,883364,10
002507.SZ,S,1085317,10
002507.SZ,S,1290070,10
002507.SZ,S,1493978,10
002507.SZ,S,1700722,10
002507.SZ,S,1914397,10
002508.SZ,B,756,20
002508.SZ,B,455384,20
002508.SZ,B,883362,20
002508.SZ,B,1289292,20
002508.SZ,B,1700721,20
002508.SZ,S,756,10
002508.SZ,S,233055,10
002508.SZ,S,455384,10
002508.SZ,S,669743,10
002508.SZ,S,883362,10
002508.SZ,S,1085413,10
002508.SZ,S,1289292,10
002508.SZ,S,1493976,10
002508.SZ,S,1700721,10
002508.SZ,S,1914394,10
002511.SZ,B,755,20
002511.SZ,B,455383,20
002511.SZ,B,883360,20
002511.SZ,B,1289356,20
002511.SZ,B,1700713,20
002511.SZ,S,755,10
002511.SZ,S,233064,10
002511.SZ,S,455383,10
002511.SZ,S,670081,10
002511.SZ,S,883360,10
002511.SZ,S,1085477,10
002511.SZ,S,1289356,10
002511.SZ,S,1493975,10
002511.SZ,S,1700713,10
002511.SZ,S,1914430,10
002531.SZ,B,754,20
002531.SZ,B,455386,20
002531.SZ,B,883359,20
002531.SZ,B,1289659,20
002531.SZ,B,1700715,20
002531.SZ,S,754,10
002531.SZ,S,233060,10
002531.SZ,S,455386,10
002531.SZ,S,669747,10
002531.SZ,S,883359,10
002531.SZ,S,1085507,10
002531.SZ,S,1289659,10
002531.SZ,S,1494062,10
002531.SZ,S,1700715,10
002531.SZ,S,1914396,10
002532.SZ,B,751,20
002532.SZ,B,455437,20
002532.SZ,B,883358,20
002532.SZ,B,1289294,20
002532.SZ,B,1700712,20
002532.SZ,S,751,10
002532.SZ,S,233063,10
002532.SZ,S,455437,10
002532.SZ,S,669749,10
002532.SZ,S,883358,10
002532.SZ,S,1085506,10
002532.SZ,S,1289294,10
002532.SZ,S,1494025,10
002532.SZ,S,1700712,10
002532.SZ,S,1914486,10
002557.SZ,B,752,20
002557.SZ,B,455439,20
002557.SZ,B,883373,20
002557.SZ,B,1289328,20
002557.SZ,B,1700709,20
002557.SZ,S,752,10
002557.SZ,S,233057,10
002557.SZ,S,455439,10
002557.SZ,S,669750,10
002557.SZ,S,883373,10
002557.SZ,S,1085505,10
002557.SZ,S,1289328,10
002557.SZ,S,1494027,10
002557.SZ,S,1700709,10
002557.SZ,S,1914450,10
002563.SZ,B,750,20
002563.SZ,B,455496,20
002563.SZ,B,883357,20
002563.SZ,B,1289329,20
002563.SZ,B,1701115,20
002563.SZ,S,750,10
002563.SZ,S,233059,10
002563.SZ,S,455496,10
002563.SZ,S,671888,10
002563.SZ,S,883357,10
002563.SZ,S,1085503,10
002563.SZ,S,1289329,10
002563.SZ,S,1494517,10
002563.SZ,S,1701115,10
002563.SZ,S,1915396,10
002568.SZ,B,749,20
002568.SZ,B,455494,20
002568.SZ,B,883355,20
002568.SZ,B,1289330,20
002568.SZ,B,1700711,20
002568.SZ,S,749,10
002568.SZ,S,233179,10
002568.SZ,S,455494,10
002568.SZ,S,670530,10
002568.SZ,S,883355,10
002568.SZ,S,1085502,10
002568.SZ,S,1289330,10
002568.SZ,S,1494077,10
002568.SZ,S,1700711,10
002568.SZ,S,1914502,10
002572.SZ,B,748,20
002572.SZ,B,455493,20
002572.SZ,B,883405,20
002572.SZ,B,1289331,20
002572.SZ,B,1700708,20
002572.SZ,S,748,10
002572.SZ,S,233076,10
002572.SZ,S,455493,10
002572.SZ,S,669751,10
002572.SZ,S,883405,10
002572.SZ,S,1085504,10
002572.SZ,S,1289331,10
002572.SZ,S,1494078,10
002572.SZ,S,1700708,10
002572.SZ,S,1914503,10
002595.SZ,B,934,20
002595.SZ,B,456845,20
002595.SZ,B,883788,20
002595.SZ,B,1290497,20
002595.SZ,B,1700714,20
002595.SZ,S,934,10
002595.SZ,S,233114,10
002595.SZ,S,456845,10
002595.SZ,S,669752,10
002595.SZ,S,883788,10
002595.SZ,S,1085501,10
002595.SZ,S,1290497,10
002595.SZ,S,1494076,10
002595.SZ,S,1700714,10
002595.SZ,S,1916296,10
002603.SZ,B,747,20
002603.SZ,B,455490,20
002603.SZ,B,883443,20
002603.SZ,B,1289332,20
002603.SZ,B,1700723,20
002603.SZ,S,747,10
002603.SZ,S,233112,10
002603.SZ,S,455490,10
002603.SZ,S,669755,10
002603.SZ,S,883443,10
002603.SZ,S,1085500,10
002603.SZ,S,1289332,10
002603.SZ,S,1494075,10
002603.SZ,S,1700723,10
002603.SZ,S,1914501,10
002624.SZ,B,834,20
002624.SZ,B,455492,20
002624.SZ,B,883444,20
002624.SZ,B,1289337,20
002624.SZ,B,1700724,20
002624.SZ,S,834,10
002624.SZ,S,233166,10
002624.SZ,S,455492,10
002624.SZ,S,669771,10
002624.SZ,S,883444,10
002624.SZ,S,1085498,10
002624.SZ,S,1289337,10
002624.SZ,S,1494073,10
002624.SZ,S,1700724,10
002624.SZ,S,1914499,10
002625.SZ,B,801,20
002625.SZ,B,455491,20
002625.SZ,B,883440,20
002625.SZ,B,1289333,20
002625.SZ,B,1700725,20
002625.SZ,S,801,10
002625.SZ,S,233167,10
002625.SZ,S,455491,10
002625.SZ,S,669756,10
002625.SZ,S,883440,10
002625.SZ,S,1085499,10
002625.SZ,S,1289333,10
002625.SZ,S,1494074,10
002625.SZ,S,1700725,10
002625.SZ,S,1914500,10
002653.SZ,B,832,20
002653.SZ,B,455489,20
002653.SZ,B,883407,20
002653.SZ,B,1289338,20
002653.SZ,B,1700740,20
002653.SZ,S,832,10
002653.SZ,S,233164,10
002653.SZ,S,455489,10
002653.SZ,S,669757,10
002653.SZ,S,883407,10
002653.SZ,S,1085496,10
002653.SZ,S,1289338,10
002653.SZ,S,1494072,10
002653.SZ,S,1700740,10
002653.SZ,S,1914498,10
002670.SZ,B,916,20
002670.SZ,B,455495,20
002670.SZ,B,883839,20
002670.SZ,B,1289339,20
002670.SZ,B,1700738,20
002670.SZ,S,916,10
002670.SZ,S,233163,10
002670.SZ,S,455495,10
002670.SZ,S,669770,10
002670.SZ,S,883839,10
002670.SZ,S,1085508,10
002670.SZ,S,1289339,10
002670.SZ,S,1494069,10
002670.SZ,S,1700738,10
002670.SZ,S,1914496,10
002673.SZ,B,917,20
002673.SZ,B,455485,20
002673.SZ,B,883448,20
002673.SZ,B,1289707,20
002673.SZ,B,1700670,20
002673.SZ,S,917,10
002673.SZ,S,233161,10
002673.SZ,S,455485,10
002673.SZ,S,670184,10
002673.SZ,S,883448,10
002673.SZ,S,1085497,10
002673.SZ,S,1289707,10
002673.SZ,S,1494070,10
002673.SZ,S,1700670,10
002673.SZ,S,1914497,10
002683.SZ,B,915,20
002683.SZ,B,455487,20
002683.SZ,B,883446,20
002683.SZ,B,1289340,20
002683.SZ,B,1700737,20
002683.SZ,S,915,10
002683.SZ,S,234097,10
002683.SZ,S,455487,10
002683.SZ,S,670181,10
002683.SZ,S,883446,10
002683.SZ,S,1085494,10
002683.SZ,S,1289340,10
002683.SZ,S,1494507,10
002683.SZ,S,1700737,10
002683.SZ,S,1915851,10
002690.SZ,B,914,20
002690.SZ,B,455488,20
002690.SZ,B,883445,20
002690.SZ,B,1289737,20
002690.SZ,B,1702934,20
002690.SZ,S,914,10
002690.SZ,S,233165,10
002690.SZ,S,455488,10
002690.SZ,S,670182,10
002690.SZ,S,883445,10
002690.SZ,S,1085495,10
002690.SZ,S,1289737,10
002690.SZ,S,1494079,10
002690.SZ,S,1702934,10
002690.SZ,S,1914956,10
002701.SZ,B,913,20
002701.SZ,B,455484,20
002701.SZ,B,883447,20
002701.SZ,B,1289341,20
002701.SZ,B,1700736,20
002701.SZ,S,913,10
002701.SZ,S,233162,10
002701.SZ,S,455484,10
002701.SZ,S,669768,10
002701.SZ,S,883447,10
002701.SZ,S,1085492,10
002701.SZ,S,1289341,10
002701.SZ,S,1494068,10
002701.SZ,S,1700736,10
002701.SZ,S,1914495,10
002705.SZ,B,912,20
002705.SZ,B,455483,20
002705.SZ,B,883450,20
002705.SZ,B,1289343,20
002705.SZ,B,1700735,20
002705.SZ,S,912,10
002705.SZ,S,233160,10
002705.SZ,S,455483,10
002705.SZ,S,669767,10
002705.SZ,S,883450,10
002705.SZ,S,1085491,10
002705.SZ,S,1289343,10
002705.SZ,S,1494067,10
002705.SZ,S,1700735,10
002705.SZ,S,1914494,10
002738.SZ,B,910,20
002738.SZ,B,455482,20
002738.SZ,B,883451,20
002738.SZ,B,1289346,20
002738.SZ,B,1700731,20
002738.SZ,S,910,10
002738.SZ,S,233159,10
002738.SZ,S,455482,10
002738.SZ,S,669772,10
002738.SZ,S,883451,10
002738.SZ,S,1085489,10
002738.SZ,S,1289346,10
002738.SZ,S,1494065,10
002738.SZ,S,1700731,10
002738.SZ,S,1914493,10
002739.SZ,B,909,20
002739.SZ,B,455480,20
002739.SZ,B,883452,20
002739.SZ,B,1289347,20
002739.SZ,B,1700730,20
002739.SZ,S,909,10
002739.SZ,S,233158,10
002739.SZ,S,455480,10
002739.SZ,S,669763,10
002739.SZ,S,883452,10
002739.SZ,S,1085488,10
002739.SZ,S,1289347,10
002739.SZ,S,1494071,10
002739.SZ,S,1700730,10
002739.SZ,S,1914492,10
002745.SZ,B,911,20
002745.SZ,B,455481,20
002745.SZ,B,883449,20
002745.SZ,B,1289293,20
002745.SZ,B,1700734,20
002745.SZ,S,911,10
002745.SZ,S,233619,10
002745.SZ,S,455481,10
002745.SZ,S,669766,10
002745.SZ,S,883449,10
002745.SZ,S,1085490,10
002745.SZ,S,1289293,10
002745.SZ,S,1494066,10
002745.SZ,S,1700734,10
002745.SZ,S,1914934,10
002797.SZ,B,907,20
002797.SZ,B,455479,20
002797.SZ,B,883453,20
002797.SZ,B,1289345,20
002797.SZ,B,1700732,20
002797.SZ,S,907,10
002797.SZ,S,233157,10
002797.SZ,S,455479,10
002797.SZ,S,669761,10
002797.SZ,S,883453,10
002797.SZ,S,1085487,10
002797.SZ,S,1289345,10
002797.SZ,S,1494080,10
002797.SZ,S,1700732,10
002797.SZ,S,1914491,10
002831.SZ,B,908,20
002831.SZ,B,455486,20
002831.SZ,B,883454,20
002831.SZ,B,1289349,20
002831.SZ,B,1700728,20
002831.SZ,S,908,10
002831.SZ,S,233156,10
002831.SZ,S,455486,10
002831.SZ,S,669760,10
002831.SZ,S,883454,10
002831.SZ,S,1085486,10
002831.SZ,S,1289349,10
002831.SZ,S,1494081,10
002831.SZ,S,1700728,10
002831.SZ,S,1914490,10
002850.SZ,B,906,20
002850.SZ,B,455938,20
002850.SZ,B,883455,20
002850.SZ,B,1289746,20
002850.SZ,B,1700727,20
002850.SZ,S,906,10
002850.SZ,S,233154,10
002850.SZ,S,455938,10
002850.SZ,S,669759,10
002850.SZ,S,883455,10
002850.SZ,S,1085484,10
002850.SZ,S,1289746,10
002850.SZ,S,1494097,10
002850.SZ,S,1700727,10
002850.SZ,S,1914489,10
002867.SZ,B,905,20
002867.SZ,B,455497,20
002867.SZ,B,885960,20
002867.SZ,B,1290577,20
002867.SZ,B,1701595,20
002867.SZ,S,905,10
002867.SZ,S,233155,10
002867.SZ,S,455497,10
002867.SZ,S,669739,10
002867.SZ,S,885960,10
002867.SZ,S,1085485,10
002867.SZ,S,1290577,10
002867.SZ,S,1494082,10
002867.SZ,S,1701595,10
002867.SZ,S,1914504,10
002901.SZ,B,900,20
002901.SZ,B,455438,20
002901.SZ,B,883456,20
002901.SZ,B,1291045,20
002901.SZ,B,1700726,20
002901.SZ,S,900,10
002901.SZ,S,233153,10
002901.SZ,S,455438,10
002901.SZ,S,669740,10
002901.SZ,S,883456,10
002901.SZ,S,1085483,10
002901.SZ,S,1291045,10
002901.SZ,S,1494096,10
002901.SZ,S,1700726,10
002901.SZ,S,1914523,10
002925.SZ,B,899,20
002925.SZ,B,455897,20
002925.SZ,B,885964,20
002925.SZ,B,1289350,20
002925.SZ,B,1700707,20
002925.SZ,S,899,10
002925.SZ,S,233168,10
002925.SZ,S,455897,10
002925.SZ,S,671029,10
002925.SZ,S,885964,10
002925.SZ,S,1085481,10
002925.SZ,S,1289350,10
002925.SZ,S,1494095,10
002925.SZ,S,1700707,10
002925.SZ,S,1914449,10
002926.SZ,B,904,20
002926.SZ,B,455506,20
002926.SZ,B,883457,20
002926.SZ,B,1289747,20
002926.SZ,B,1700684,20
002926.SZ,S,904,10
002926.SZ,S,233171,10
002926.SZ,S,455506,10
002926.SZ,S,670171,10
002926.SZ,S,883457,10
002926.SZ,S,1085482,10
002926.SZ,S,1289747,10
002926.SZ,S,1494534,10
002926.SZ,S,1700684,10
002926.SZ,S,1914506,10
002936.SZ,B,903,20
002936.SZ,B,455513,20
002936.SZ,B,883458,20
002936.SZ,B,1289352,20
002936.SZ,B,1700706,20
002936.SZ,S,903,10
002936.SZ,S,233169,10
002936.SZ,S,455513,10
002936.SZ,S,669738,10
002936.SZ,S,883458,10
002936.SZ,S,1085493,10
002936.SZ,S,1289352,10
002936.SZ,S,1494026,10
002936.SZ,S,1700706,10
002936.SZ,S,1914507,10
002939.SZ,B,898,20
002939.SZ,B,455498,20
002939.SZ,B,883459,20
002939.SZ,B,1289351,20
002939.SZ,B,1700687,20
002939.SZ,S,898,10
002939.SZ,S,233649,10
002939.SZ,S,455498,10
002939.SZ,S,669707,10
002939.SZ,S,883459,10
002939.SZ,S,1085480,10
002939.SZ,S,1289351,10
002939.SZ,S,1494094,10
002939.SZ,S,1700687,10
002939.SZ,S,1914521,10
002945.SZ,B,902,20
002945.SZ,B,455512,20
002945.SZ,B,883877,20
002945.SZ,B,1289752,20
002945.SZ,B,1700705,20
002945.SZ,S,902,10
002945.SZ,S,233170,10
002945.SZ,S,455512,10
002945.SZ,S,669721,10
002945.SZ,S,883877,10
002945.SZ,S,1085510,10
002945.SZ,S,1289752,10
002945.SZ,S,1494972,10
002945.SZ,S,1700705,10
002945.SZ,S,1914519,10
002958.SZ,B,901,20
002958.SZ,B,455511,20
002958.SZ,B,883473,20
002958.SZ,B,1289355,20
002958.SZ,B,1701610,20
002958.SZ,S,901,10
002958.SZ,S,233574,10
002958.SZ,S,455511,10
002958.SZ,S,670170,10
002958.SZ,S,883473,10
002958.SZ,S,1085525,10
002958.SZ,S,1289355,10
002958.SZ,S,1494092,10
002958.SZ,S,1701610,10
002958.SZ,S,1914522,10
002966.SZ,B,897,20
002966.SZ,B,455514,20
002966.SZ,B,883472,20
002966.SZ,B,1289353,20
002966.SZ,B,1700685,20
002966.SZ,S,897,10
002966.SZ,S,233187,10
002966.SZ,S,455514,10
002966.SZ,S,669708,10
002966.SZ,S,883472,10
002966.SZ,S,1085511,10
002966.SZ,S,1289353,10
002966.SZ,S,1494093,10
002966.SZ,S,1700685,10
002966.SZ,S,1914520,10
002985.SZ,B,896,20
002985.SZ,B,455510,20
002985.SZ,B,883471,20
002985.SZ,B,1289754,20
002985.SZ,B,1700682,20
002985.SZ,S,896,10
002985.SZ,S,233113,10
002985.SZ,S,455510,10
002985.SZ,S,669709,10
002985.SZ,S,883471,10
002985.SZ,S,1085539,10
002985.SZ,S,1289754,10
002985.SZ,S,1494091,10
002985.SZ,S,1700682,10
002985.SZ,S,1914518,10
003035.SZ,B,895,20
003035.SZ,B,455509,20
003035.SZ,B,883907,20
003035.SZ,B,1289324,20
003035.SZ,B,1700686,20
003035.SZ,S,895,10
003035.SZ,S,233186,10
003035.SZ,S,455509,10
003035.SZ,S,669710,10
003035.SZ,S,883907,10
003035.SZ,S,1085537,10
003035.SZ,S,1289324,10
003035.SZ,S,1494090,10
003035.SZ,S,1700686,10
003035.SZ,S,1914517,10
300001.SZ,B,894,20
300001.SZ,B,455515,20
300001.SZ,B,883903,20
300001.SZ,B,1289756,20
300001.SZ,B,1700679,20
300001.SZ,S,894,10
300001.SZ,S,233183,10
300001.SZ,S,455515,10
300001.SZ,S,670200,10
300001.SZ,S,883903,10
300001.SZ,S,1085538,10
300001.SZ,S,1289756,10
300001.SZ,S,1494087,10
300001.SZ,S,1700679,10
300001.SZ,S,1914516,10
300003.SZ,B,918,20
300003.SZ,B,455507,20
300003.SZ,B,883470,20
300003.SZ,B,1289308,20
300003.SZ,B,1700681,20
300003.SZ,S,918,10
300003.SZ,S,233184,10
300003.SZ,S,455507,10
300003.SZ,S,669711,10
300003.SZ,S,883470,10
300003.SZ,S,1085534,10
300003.SZ,S,1289308,10
300003.SZ,S,1494088,10
300003.SZ,S,1700681,10
300003.SZ,S,1914515,10
300009.SZ,B,919,20
300009.SZ,B,455508,20
300009.SZ,B,883468,20
300009.SZ,B,1289301,20
300009.SZ,B,1700683,20
300009.SZ,S,919,10
300009.SZ,S,233185,10
300009.SZ,S,455508,10
300009.SZ,S,669713,10
300009.SZ,S,883468,10
300009.SZ,S,1085536,10
300009.SZ,S,1289301,10
300009.SZ,S,1494083,10
300009.SZ,S,1700683,10
300009.SZ,S,1914512,10
300012.SZ,B,893,20
300012.SZ,B,455504,20
300012.SZ,B,883904,20
300012.SZ,B,1289760,20
300012.SZ,B,1701178,20
300012.SZ,S,893,10
300012.SZ,S,233181,10
300012.SZ,S,455504,10
300012.SZ,S,669714,10
300012.SZ,S,883904,10
300012.SZ,S,1085535,10
300012.SZ,S,1289760,10
300012.SZ,S,1494089,10
300012.SZ,S,1701178,10
300012.SZ,S,1914513,10
300017.SZ,B,920,20
300017.SZ,B,455505,20
300017.SZ,B,883469,20
300017.SZ,B,1289298,20
300017.SZ,B,1700680,20
300017.SZ,S,920,10
300017.SZ,S,233188,10
300017.SZ,S,455505,10
300017.SZ,S,669715,10
300017.SZ,S,883469,10
300017.SZ,S,1085533,10
300017.SZ,S,1289298,10
300017.SZ,S,1494086,10
300017.SZ,S,1700680,10
300017.SZ,S,1914514,10
300024.SZ,B,946,20
300024.SZ,B,455501,20
300024.SZ,B,883474,20
300024.SZ,B,1289757,20
300024.SZ,B,1700677,20
300024.SZ,S,946,10
300024.SZ,S,233182,10
300024.SZ,S,455501,10
300024.SZ,S,669712,10
300024.SZ,S,883474,10
300024.SZ,S,1085532,10
300024.SZ,S,1289757,10
300024.SZ,S,1494527,10
300024.SZ,S,1700677,10
300024.SZ,S,1914509,10
300026.SZ,B,921,20
300026.SZ,B,455503,20
300026.SZ,B,883467,20
300026.SZ,B,1289299,20
300026.SZ,B,1700676,20
300026.SZ,S,921,10
300026.SZ,S,233180,10
300026.SZ,S,455503,10
300026.SZ,S,669716,10
300026.SZ,S,883467,10
300026.SZ,S,1085531,10
300026.SZ,S,1289299,10
300026.SZ,S,1494085,10
300026.SZ,S,1700676,10
300026.SZ,S,1914511,10
300037.SZ,B,947,20
300037.SZ,B,455502,20
300037.SZ,B,883465,20
300037.SZ,B,1289300,20
300037.SZ,B,1700675,20
300037.SZ,S,947,10
300037.SZ,S,233178,10
300037.SZ,S,455502,10
300037.SZ,S,669717,10
300037.SZ,S,883465,10
300037.SZ,S,1085530,10
300037.SZ,S,1289300,10
300037.SZ,S,1494084,10
300037.SZ,S,1700675,10
300037.SZ,S,1914510,10
300058.SZ,B,945,20
300058.SZ,B,455500,20
300058.SZ,B,883464,20
300058.SZ,B,1289303,20
300058.SZ,B,1700674,20
300058.SZ,S,945,10
300058.SZ,S,233177,10
300058.SZ,S,455500,10
300058.SZ,S,669722,10
300058.SZ,S,883464,10
300058.SZ,S,1085529,10
300058.SZ,S,1289303,10
300058.SZ,S,1494098,10
300058.SZ,S,1700674,10
300058.SZ,S,1914508,10
300072.SZ,B,943,20
300072.SZ,B,455478,20
300072.SZ,B,883463,20
300072.SZ,B,1289302,20
300072.SZ,B,1700678,20
300072.SZ,S,943,10
300072.SZ,S,233176,10
300072.SZ,S,455478,10
300072.SZ,S,669737,10
300072.SZ,S,883463,10
300072.SZ,S,1085527,10
300072.SZ,S,1289302,10
300072.SZ,S,1494064,10
300072.SZ,S,1700678,10
300072.SZ,S,1914505,10
300073.SZ,B,944,20
300073.SZ,B,455499,20
300073.SZ,B,883462,20
300073.SZ,B,1289304,20
300073.SZ,B,1700673,20
300073.SZ,S,944,10
300073.SZ,S,233175,10
300073.SZ,S,455499,10
300073.SZ,S,669724,10
300073.SZ,S,883462,10
300073.SZ,S,1085528,10
300073.SZ,S,1289304,10
300073.SZ,S,1494063,10
300073.SZ,S,1700673,10
300073.SZ,S,1914488,10
300088.SZ,B,942,20
300088.SZ,B,455477,20
300088.SZ,B,883895,20
300088.SZ,B,1289305,20
300088.SZ,B,1701613,20
300088.SZ,S,942,10
300088.SZ,S,233174,10
300088.SZ,S,455477,10
300088.SZ,S,669723,10
300088.SZ,S,883895,10
300088.SZ,S,1085540,10
300088.SZ,S,1289305,10
300088.SZ,S,1494061,10
300088.SZ,S,1701613,10
300088.SZ,S,1914487,10
300115.SZ,B,941,20
300115.SZ,B,455476,20
300115.SZ,B,883461,20
300115.SZ,B,1289306,20
300115.SZ,B,1700696,20
300115.SZ,S,941,10
300115.SZ,S,233173,10
300115.SZ,S,455476,10
300115.SZ,S,669726,10
300115.SZ,S,883461,10
300115.SZ,S,1085526,10
300115.SZ,S,1289306,10
300115.SZ,S,1494041,10
300115.SZ,S,1700696,10
300115.SZ,S,1914467,10
300136.SZ,B,940,20
300136.SZ,B,455466,20
300136.SZ,B,883460,20
300136.SZ,B,1289307,20
300136.SZ,B,1700689,20
300136.SZ,S,940,10
300136.SZ,S,233172,10
300136.SZ,S,455466,10
300136.SZ,S,669727,10
300136.SZ,S,883460,10
300136.SZ,S,1085524,10
300136.SZ,S,1289307,10
300136.SZ,S,1494040,10
300136.SZ,S,1700689,10
300136.SZ,S,1914465,10
300144.SZ,B,939,20
300144.SZ,B,455454,20
300144.SZ,B,883442,20
300144.SZ,B,1289309,20
300144.SZ,B,1700703,20
300144.SZ,S,939,10
300144.SZ,S,233152,10
300144.SZ,S,455454,10
300144.SZ,S,669728,10
300144.SZ,S,883442,10
300144.SZ,S,1085523,10
300144.SZ,S,1289309,10
300144.SZ,S,1494039,10
300144.SZ,S,1700703,10
300144.SZ,S,1914464,10
300146.SZ,B,938,20
300146.SZ,B,455453,20
300146.SZ,B,883874,20
300146.SZ,B,1289323,20
300146.SZ,B,1700702,20
300146.SZ,S,938,10
300146.SZ,S,233151,10
300146.SZ,S,455453,10
300146.SZ,S,670168,10
300146.SZ,S,883874,10
300146.SZ,S,1085522,10
300146.SZ,S,1289323,10
300146.SZ,S,1494481,10
300146.SZ,S,1700702,10
300146.SZ,S,1914463,10
300168.SZ,B,936,20
300168.SZ,B,455452,20
300168.SZ,B,883466,20
300168.SZ,B,1289753,20
300168.SZ,B,1701591,20
300168.SZ,S,936,10
300168.SZ,S,233150,10
300168.SZ,S,455452,10
300168.SZ,S,669729,10
300168.SZ,S,883466,10
300168.SZ,S,1085520,10
300168.SZ,S,1289753,10
300168.SZ,S,1494038,10
300168.SZ,S,1701591,10
300168.SZ,S,1914462,10
300182.SZ,B,935,20
300182.SZ,B,455451,20
300182.SZ,B,883441,20
300182.SZ,B,1289738,20
300182.SZ,B,1700699,20
300182.SZ,S,935,10
300182.SZ,S,233131,10
300182.SZ,S,455451,10
300182.SZ,S,669730,10
300182.SZ,S,883441,10
300182.SZ,S,1085518,10
300182.SZ,S,1289738,10
300182.SZ,S,1494480,10
300182.SZ,S,1700699,10
300182.SZ,S,1914461,10
300212.SZ,B,932,20
300212.SZ,B,455450,20
300212.SZ,B,883431,20
300212.SZ,B,1289310,20
300212.SZ,B,1700698,20
300212.SZ,S,932,10
300212.SZ,S,233129,10
300212.SZ,S,455450,10
300212.SZ,S,669731,10
300212.SZ,S,883431,10
300212.SZ,S,1085516,10
300212.SZ,S,1289310,10
300212.SZ,S,1494037,10
300212.SZ,S,1700698,10
300212.SZ,S,1914460,10
300244.SZ,B,926,20
300244.SZ,B,455449,20
300244.SZ,B,883409,20
300244.SZ,B,1289313,20
300244.SZ,B,1700704,20
300244.SZ,S,926,10
300244.SZ,S,233126,10
300244.SZ,S,455449,10
300244.SZ,S,669733,10
300244.SZ,S,883409,10
300244.SZ,S,1085514,10
300244.SZ,S,1289313,10
300244.SZ,S,1494042,10
300244.SZ,S,1700704,10
300244.SZ,S,1914459,10
300251.SZ,B,930,20
300251.SZ,B,455448,20
300251.SZ,B,883410,20
300251.SZ,B,1289315,20
300251.SZ,B,1700694,20
300251.SZ,S,930,10
300251.SZ,S,233127,10
300251.SZ,S,455448,10
300251.SZ,S,670145,10
300251.SZ,S,883410,10
300251.SZ,S,1085445,10
300251.SZ,S,1289315,10
300251.SZ,S,1494036,10
300251.SZ,S,1700694,10
300251.SZ,S,1914911,10
300253.SZ,B,928,20
300253.SZ,B,455447,20
300253.SZ,B,883408,20
300253.SZ,B,1289314,20
300253.SZ,B,1700697,20
300253.SZ,S,928,10
300253.SZ,S,233128,10
300253.SZ,S,455447,10
300253.SZ,S,669734,10
300253.SZ,S,883408,10
300253.SZ,S,1085512,10
300253.SZ,S,1289314,10
300253.SZ,S,1494477,10
300253.SZ,S,1700697,10
300253.SZ,S,1914458,10
300257.SZ,B,924,20
300257.SZ,B,455908,20
300257.SZ,B,883849,20
300257.SZ,B,1290538,20
300257.SZ,B,1700695,20
300257.SZ,S,924,10
300257.SZ,S,233125,10
300257.SZ,S,455908,10
300257.SZ,S,670142,10
300257.SZ,S,883849,10
300257.SZ,S,1085442,10
300257.SZ,S,1290538,10
300257.SZ,S,1494475,10
300257.SZ,S,1700695,10
300257.SZ,S,1914914,10
300285.SZ,B,891,20
300285.SZ,B,455445,20
300285.SZ,B,883413,20
300285.SZ,B,1289316,20
300285.SZ,B,1700692,20
300285.SZ,S,891,10
300285.SZ,S,233123,10
300285.SZ,S,455445,10
300285.SZ,S,669736,10
300285.SZ,S,883413,10
300285.SZ,S,1085440,10
300285.SZ,S,1289316,10
300285.SZ,S,1494035,10
300285.SZ,S,1700692,10
300285.SZ,S,1914457,10
300296.SZ,B,922,20
300296.SZ,B,455446,20
300296.SZ,B,883411,20
300296.SZ,B,1289318,20
300296.SZ,B,1701121,20
300296.SZ,S,922,10
300296.SZ,S,233124,10
300296.SZ,S,455446,10
300296.SZ,S,669705,10
300296.SZ,S,883411,10
